Merchant,Merchant Country,Destination Country,Shipping Service,Order Id,Orders Count,Parcels Count,Reconciliation Weight Source,Order Date,Currency,Shipping Revenue,Shipping Cost,Shipping Returns Costs,Revenue Weight Kg,Costing Weight Kg,,
Merchant B,United Kingdom,France,Carrier D,10000010382,1,1,Scan,10/05/2024,GBP, 4.10 , 3.79 , -   ,2.72,2.73,,
Merchant B,United Kingdom,France,Carrier F,10000013125,1,1,Scan,10/05/2024,GBP, 2.97 , 2.38 , -   ,1.08,1.08,,
Merchant B,United Kingdom,France,Carrier D,10000010381,1,1,Scan,10/05/2024,GBP, 4.55 , 4.20 , -   ,3.30,3.31,,
Merchant B,United Kingdom,France,Carrier D,10000010404,1,1,Scan,10/05/2024,GBP, 4.10 , 3.79 , -   ,2.44,2.44,,
Merchant B,United Kingdom,France,Carrier B,10000007069,1,1,API,10/05/2024,GBP, 4.73 , 4.67 , -   ,7.76,8.00,,
Merchant B,United Kingdom,France,Carrier D,10000010325,1,1,Scan,10/05/2024,GBP, 4.10 , 3.79 , -   ,2.60,2.60,,
Merchant B,United Kingdom,France,Carrier D,10000010319,1,1,Calculated,10/05/2024,GBP, 4.10 , 3.79 , -   ,2.55,2.10,,
Merchant B,United Kingdom,Estonia,Carrier F,10000012650,1,1,Scan,10/05/2024,GBP, 4.21 , 3.52 , -   ,1.30,1.30,,
Merchant B,United Kingdom,France,Carrier C,10000008532,1,1,Invoice,10/05/2024,GBP, 4.14 , 3.51 , -   ,4.00,4.00,,
Merchant B,United Kingdom,France,Carrier C,10000008523,1,1,Invoice,10/05/2024,GBP, 3.67 , 3.12 , -   ,3.00,3.00,,
Merchant B,United Kingdom,France,Carrier F,10000013164,1,1,Scan,10/05/2024,GBP, 3.40 , 5.30 , -   ,2.10,2.10,,
Merchant B,United Kingdom,Belgium,Carrier F,10000011993,1,1,Scan,10/05/2024,GBP, 2.78 , 2.52 , -   ,3.72,3.72,,
Merchant B,United Kingdom,France,Carrier F,10000013171,1,1,Scan,10/05/2024,GBP, 2.54 , 2.12 , -   ,0.76,0.76,,
Merchant B,United Kingdom,France,Carrier D,10000010306,1,1,Scan,10/05/2024,GBP, 4.10 , 3.79 , -   ,2.96,2.96,,
Merchant B,United Kingdom,Austria,Carrier D,10000009725,1,1,Scan,10/05/2024,GBP, 2.82 , 2.41 , -   ,1.12,1.13,,
Merchant B,United Kingdom,Spain,Carrier F,10000016135,1,1,Scan,10/05/2024,GBP, 3.45 , 3.59 , -   ,4.44,4.44,,
Merchant B,United Kingdom,France,Carrier D,10000010309,1,1,Scan,10/05/2024,GBP, 3.75 , 3.43 , -   ,1.58,1.59,,
Merchant B,United Kingdom,France,Carrier B,10000007130,1,1,API,10/05/2024,GBP, 4.73 , 4.67 , -   ,7.64,8.00,,
Merchant B,United Kingdom,France,Carrier B,10000007079,1,1,Daily,10/05/2024,GBP, 4.73 , 4.67 , -   ,7.95,8.00,,
Merchant B,United Kingdom,France,Carrier D,10000010295,1,1,Scan,10/05/2024,GBP, 4.55 , 4.20 , -   ,3.48,3.47,,
Merchant B,United Kingdom,France,Carrier B,10000007145,1,1,Daily,10/05/2024,GBP, 4.73 , 4.67 , -   ,14.72,15.00,,
Merchant B,United Kingdom,France,Carrier D,10000010373,1,1,Scan,10/05/2024,GBP, 4.10 , 3.79 , -   ,2.96,2.96,,
Merchant B,United Kingdom,Germany,Carrier F,10000014334,1,1,Scan,10/05/2024,GBP, 2.24 , 2.05 , -   ,1.98,1.98,,
Merchant B,United Kingdom,France,Carrier C,10000008529,1,1,Invoice,10/05/2024,GBP, 4.14 , 3.51 , -   ,9.00,9.00,,
Merchant B,United Kingdom,Luxembourg,Carrier D,10000011629,1,1,Scan,10/05/2024,GBP, 4.02 , 3.63 , -   ,4.84,4.84,,
Merchant B,United Kingdom,France,Carrier F,10000013167,1,1,Scan,10/05/2024,GBP, 2.97 , 2.32 , -   ,1.02,1.02,,
Merchant B,United Kingdom,France,Carrier B,10000007135,1,1,API,10/05/2024,GBP, 4.73 , 4.67 , -   ,6.66,7.00,,
Merchant B,United Kingdom,France,Carrier D,10000010405,1,1,Scan,10/05/2024,GBP, 4.10 , 3.79 , -   ,2.78,2.79,,
Merchant B,United Kingdom,Netherlands,Carrier F,10000014922,1,1,Scan,10/05/2024,GBP, 2.69 , 2.44 , -   ,4.38,4.40,,
Merchant B,United Kingdom,France,Carrier F,10000013145,1,1,Scan,10/05/2024,GBP, 3.40 , 3.10 , -   ,2.04,2.00,,
Merchant B,United Kingdom,France,Carrier D,10000010346,1,1,Scan,10/05/2024,GBP, 4.10 , 3.79 , -   ,2.58,2.58,,
Merchant B,United Kingdom,France,Carrier B,10000007080,1,1,Daily,10/05/2024,GBP, 4.73 , 4.67 , -   ,9.19,10.00,,
Merchant B,United Kingdom,France,Carrier B,10000007108,1,1,Daily,10/05/2024,GBP, 4.73 , 4.67 , -   ,4.96,5.00,,
Merchant B,United Kingdom,France,Carrier B,10000007107,1,1,Daily,10/05/2024,GBP, 8.21 , 8.62 , -   ,7.85,8.00,,
Merchant B,United Kingdom,Germany,Carrier F,10000014332,1,1,Calculated,10/05/2024,GBP, 2.89 , 2.90 , -   ,4.60,4.60,,
Merchant B,United Kingdom,France,Carrier B,10000007084,1,1,Daily,10/05/2024,GBP, 4.73 , 4.67 , -   ,7.86,8.00,,
Merchant B,United Kingdom,France,Carrier D,10000010284,1,1,Scan,10/05/2024,GBP, 4.10 , 3.79 , -   ,2.36,2.35,,
Merchant B,United Kingdom,Germany,Carrier F,10000014333,1,1,Calculated,10/05/2024,GBP, 2.68 , 2.57 , -   ,3.65,3.46,,
Merchant B,United Kingdom,France,Carrier B,10000007115,1,1,Daily,10/05/2024,GBP, 4.73 , 4.67 , -   ,7.90,8.00,,
Merchant B,United Kingdom,France,Carrier D,10000010353,1,1,Scan,10/05/2024,GBP, 4.10 , 3.79 , -   ,2.52,2.52,,
Merchant B,United Kingdom,France,Carrier F,10000013140,1,1,Scan,10/05/2024,GBP, 3.40 , 2.90 , -   ,1.74,1.74,,
Merchant B,United Kingdom,France,Carrier D,10000010400,1,1,Scan,10/05/2024,GBP, 4.10 , 3.79 , -   ,2.06,2.06,,
Merchant B,United Kingdom,France,Carrier D,10000010310,1,1,Scan,10/05/2024,GBP, 4.55 , 4.20 , -   ,3.54,3.55,,
Merchant B,United Kingdom,France,Carrier F,10000013147,1,1,Scan,10/05/2024,GBP, 3.40 , 2.88 , -   ,1.72,1.72,,
Merchant B,United Kingdom,Germany,Carrier F,10000014341,1,1,Calculated,10/05/2024,GBP, 2.68 , 2.53 , -   ,3.10,3.24,,
Merchant B,United Kingdom,France,Carrier C,10000008540,1,1,Invoice,10/05/2024,GBP, 4.14 , 3.51 , -   ,3.00,3.00,,
Merchant B,United Kingdom,Lithuania,Carrier C,10000009203,1,1,Invoice,10/05/2024,GBP, 3.98 , 3.47 , -   ,3.00,3.00,,
Merchant B,United Kingdom,France,Carrier D,10000010275,1,1,Scan,10/05/2024,GBP, 4.10 , 3.79 , -   ,2.46,2.47,,
Merchant B,United Kingdom,France,Carrier B,10000007114,1,1,Daily,10/05/2024,GBP, 4.73 , 4.67 , -   ,15.82,16.00,,
Merchant B,United Kingdom,France,Carrier D,10000010289,1,1,Scan,10/05/2024,GBP, 4.55 , 4.20 , -   ,3.22,3.23,,
Merchant B,United Kingdom,France,Carrier C,10000008521,1,1,Invoice,10/05/2024,GBP, 3.67 , 3.12 , -   ,3.00,3.00,,
Merchant B,United Kingdom,France,Carrier D,10000010278,1,1,Scan,10/05/2024,GBP, 4.10 , 3.79 , -   ,2.28,2.29,,
Merchant B,United Kingdom,Netherlands,Carrier F,10000014932,1,1,Scan,10/05/2024,GBP, 2.69 , 2.46 , -   ,1.74,1.74,,
Merchant B,United Kingdom,Lithuania,Carrier C,10000009202,1,1,Invoice,10/05/2024,GBP, 4.35 , 3.69 , -   ,6.00,6.00,,
Merchant B,United Kingdom,France,Carrier D,10000010358,1,1,Calculated,10/05/2024,GBP, 4.55 , 3.48 , -   ,3.15,1.95,,
Merchant B,United Kingdom,France,Carrier D,10000010282,1,1,Scan,10/05/2024,GBP, 4.10 , 3.79 , -   ,2.06,2.07,,
Merchant B,United Kingdom,France,Carrier F,10000013188,1,1,Calculated,10/05/2024,GBP, 2.54 , 2.59 , -   ,1.00,1.34,,
Merchant B,United Kingdom,Netherlands,Carrier F,10000014926,1,1,Scan,10/05/2024,GBP, 2.69 , 2.46 , -   ,2.44,2.44,,
Merchant B,United Kingdom,Belgium,Carrier F,10000011999,1,1,Scan,10/05/2024,GBP, 2.78 , 2.54 , -   ,2.20,2.20,,
Merchant B,United Kingdom,Netherlands,Carrier F,10000014938,1,1,Scan,10/05/2024,GBP, 2.69 , 2.46 , -   ,0.98,1.00,,
Merchant B,United Kingdom,Netherlands,Carrier F,10000014947,1,1,Scan,10/05/2024,GBP, 2.69 , 2.46 , -   ,2.18,2.10,,
Merchant B,United Kingdom,France,Carrier F,10000013208,1,1,Scan,10/05/2024,GBP, 3.40 , 2.79 , -   ,1.60,1.60,,
Merchant B,United Kingdom,France,Carrier F,10000013109,1,1,Scan,10/05/2024,GBP, 3.40 , 2.91 , -   ,1.76,1.76,,
Merchant B,United Kingdom,France,Carrier D,10000010379,1,1,Scan,10/05/2024,GBP, 5.12 , 4.93 , -   ,4.24,4.23,,
Merchant B,United Kingdom,France,Carrier C,10000008525,1,1,Invoice,10/05/2024,GBP, 4.14 , 3.51 , -   ,5.00,5.00,,
Merchant B,United Kingdom,Netherlands,Carrier F,10000014935,1,1,Scan,10/05/2024,GBP, 2.69 , 2.46 , -   ,3.68,3.68,,
Merchant B,United Kingdom,France,Carrier D,10000010394,1,1,Scan,10/05/2024,GBP, 4.55 , 4.20 , -   ,3.08,3.08,,
Merchant B,United Kingdom,Spain,Carrier F,10000016134,1,1,Scan,10/05/2024,GBP, 4.91 , 5.80 , -   ,9.82,9.82,,
Merchant B,United Kingdom,France,Carrier D,10000010396,1,1,Scan,10/05/2024,GBP, 5.12 , 4.93 , -   ,4.34,4.35,,
Merchant B,United Kingdom,France,Carrier F,10000013158,1,1,Scan,10/05/2024,GBP, 2.33 , 2.02 , -   ,0.64,0.64,,
Merchant B,United Kingdom,France,Carrier B,10000007102,1,1,Daily,10/05/2024,GBP, 4.73 , 4.67 , -   ,7.80,8.00,,
Merchant B,United Kingdom,France,Carrier D,10000010298,1,1,Scan,10/05/2024,GBP, 4.10 , 3.79 , -   ,2.12,2.12,,
Merchant B,United Kingdom,France,Carrier C,10000008543,1,1,Invoice,10/05/2024,GBP, 3.67 , 3.12 , -   ,2.00,2.00,,
Merchant B,United Kingdom,Latvia,Carrier D,10000011597,1,1,Scan,10/05/2024,GBP, 4.02 , 3.84 , -   ,1.18,1.17,,
Merchant B,United Kingdom,Netherlands,Carrier F,10000014940,1,1,Scan,10/05/2024,GBP, 2.69 , 2.25 , -   ,0.36,0.36,,
Merchant B,United Kingdom,France,Carrier B,10000007089,1,1,Daily,10/05/2024,GBP, 4.73 , 4.79 , -   ,4.99,5.00,,
Merchant B,United Kingdom,France,Carrier D,10000010357,1,1,Scan,10/05/2024,GBP, 4.10 , 3.79 , -   ,2.42,2.42,,
Merchant B,United Kingdom,Netherlands,Carrier F,10000014939,1,1,Scan,10/05/2024,GBP, 2.69 , 2.44 , -   ,4.40,4.40,,
Merchant B,United Kingdom,Belgium,Carrier D,10000009758,1,1,Scan,10/05/2024,GBP, 2.54 , 2.27 , -   ,1.00,0.98,,
Merchant B,United Kingdom,France,Carrier F,10000013199,1,1,Scan,10/05/2024,GBP, 3.40 , 2.91 , -   ,1.78,1.78,,
Merchant B,United Kingdom,Romania,Carrier B,10000008166,1,1,Daily,10/05/2024,GBP, 7.81 , 10.76 , -   ,8.47,9.00,,
Merchant B,United Kingdom,France,Carrier F,10000013141,1,1,Calculated,10/05/2024,GBP, 3.40 , 2.73 , -   ,1.70,1.52,,
Merchant B,United Kingdom,France,Carrier B,10000007088,1,1,Daily,10/05/2024,GBP, 4.73 , 4.67 , -   ,13.02,14.00,,
Merchant B,United Kingdom,France,Carrier C,10000008519,1,1,Invoice,10/05/2024,GBP, 4.14 , 3.51 , -   ,4.00,4.00,,
Merchant B,United Kingdom,France,Carrier F,10000013185,1,1,Scan,10/05/2024,GBP, 3.40 , 2.45 , -   ,11.62,1.16,,
Merchant B,United Kingdom,France,Carrier C,10000008546,1,1,Invoice,10/05/2024,GBP, 3.67 , 3.12 , -   ,2.00,2.00,,
Merchant B,United Kingdom,France,Carrier F,10000013211,1,1,Scan,10/05/2024,GBP, 2.97 , 2.63 , -   ,1.42,1.42,,
Merchant B,United Kingdom,Spain,Carrier F,10000016141,1,1,Scan,10/05/2024,GBP, 3.45 , 3.54 , -   ,4.34,4.34,,
Merchant B,United Kingdom,Netherlands,Carrier F,10000014943,1,1,Scan,10/05/2024,GBP, 2.69 , 2.44 , -   ,1.08,1.08,,
Merchant B,United Kingdom,Latvia,Carrier C,10000009010,1,1,Invoice,10/05/2024,GBP, 4.72 , 4.12 , -   ,3.00,3.00,,
Merchant B,United Kingdom,France,Carrier B,10000007131,1,1,Daily,10/05/2024,GBP, 4.73 , 4.67 , -   ,7.96,8.00,,
Merchant B,United Kingdom,France,Carrier D,10000010276,1,1,Scan,10/05/2024,GBP, 4.10 , 3.79 , -   ,2.20,2.21,,
Merchant B,United Kingdom,France,Carrier B,10000007116,1,1,Daily,10/05/2024,GBP, 4.73 , 4.67 , -   ,13.62,14.00,,
Merchant B,United Kingdom,France,Carrier B,10000007097,1,1,Daily,10/05/2024,GBP, 4.73 , 4.67 , -   ,19.33,20.00,,
Merchant B,United Kingdom,Lithuania,Carrier C,10000009208,1,1,Invoice,10/05/2024,GBP, 6.23 , 5.42 , -   ,14.00,14.00,,
Merchant B,United Kingdom,France,Carrier D,10000010390,1,1,Scan,10/05/2024,GBP, 4.10 , 3.79 , -   ,2.68,2.68,,
Merchant B,United Kingdom,France,Carrier D,10000010393,1,1,Scan,10/05/2024,GBP, 4.55 , 3.87 , -   ,3.04,3.04,,
Merchant B,United Kingdom,France,Carrier C,10000008505,1,1,Invoice,10/05/2024,GBP, 4.14 , 3.51 , -   ,9.00,9.00,,
Merchant B,United Kingdom,Lithuania,Carrier C,10000009209,1,1,Invoice,10/05/2024,GBP, 6.23 , 5.25 , -   ,8.00,8.00,,
Merchant B,United Kingdom,Italy,Carrier C,10000008934,1,1,Invoice,10/05/2024,GBP, 6.09 , 4.88 , -   ,3.00,3.00,,
Merchant B,United Kingdom,France,Carrier B,10000007139,1,1,Daily,10/05/2024,GBP, 4.73 , 4.67 , -   ,28.87,29.00,,
Merchant B,United Kingdom,Germany,Carrier F,10000014343,1,1,Scan,10/05/2024,GBP, 2.68 , 2.58 , -   ,3.34,3.34,,
Merchant B,United Kingdom,France,Carrier B,10000007118,1,1,API,10/05/2024,GBP, 4.73 , 4.67 , -   ,6.15,7.00,,
Merchant B,United Kingdom,France,Carrier D,10000010350,1,1,Calculated,10/05/2024,GBP, 4.10 , 4.20 , -   ,2.95,3.16,,
Merchant B,United Kingdom,France,Carrier D,10000010361,1,1,Scan,10/05/2024,GBP, 4.55 , 4.20 , -   ,3.22,3.23,,
Merchant B,United Kingdom,France,Carrier D,10000010355,1,1,Scan,10/05/2024,GBP, 4.10 , 3.79 , -   ,2.16,2.15,,
Merchant B,United Kingdom,France,Carrier B,10000007093,1,1,Daily,10/05/2024,GBP, 4.73 , 4.67 , -   ,6.81,7.00,,
Merchant B,United Kingdom,Germany,Carrier F,10000014342,1,1,Calculated,10/05/2024,GBP, 2.46 , 2.05 , -   ,2.45,1.96,,
Merchant B,United Kingdom,France,Carrier F,10000013162,1,1,Scan,10/05/2024,GBP, 3.40 , 2.74 , -   ,1.56,1.56,,
Merchant B,United Kingdom,Belgium,Carrier F,10000012006,1,1,Scan,10/05/2024,GBP, 2.78 , 2.52 , -   ,6.36,6.38,,
Merchant C,United States,Latvia,Carrier B,10000018902RA,1,1,Daily,10/05/2024,USD, 12.72 , 10.57 , -   ,2.27,2.27,,
Merchant C,United States,Romania,Carrier B,10000019619,1,1,Invoice,10/05/2024,USD, 12.72 , 11.64 , -   ,2.72,2.72,,
Merchant C,United States,Italy,Carrier B,10000018758,1,1,Invoice,10/05/2024,USD, 9.16 , 8.38 , -   ,1.36,1.36,,
Merchant C,United States,Denmark,Carrier B,10000016863,1,1,Invoice,10/05/2024,USD, 7.27 , 6.66 , -   ,0.45,0.45,,
Merchant C,United States,Denmark,Carrier B,10000016864,1,1,Invoice,10/05/2024,USD, 9.18 , 8.40 , -   ,1.36,1.36,,
Merchant C,United States,Ireland (Republic of),Carrier B,10000018407,1,1,Invoice,10/05/2024,USD, 9.16 , 7.21 , -   ,0.91,0.91,,
Merchant C,United States,Netherlands,Carrier B,10000019088,1,1,Invoice,10/05/2024,USD, 9.16 , 8.38 , -   ,1.36,1.36,,
Merchant C,United States,Netherlands,Carrier B,10000019092,1,1,Invoice,10/05/2024,USD, 9.16 , 8.38 , -   ,1.36,1.36,,
Merchant C,United States,Netherlands,Carrier B,10000019085,1,1,Invoice,10/05/2024,USD, 9.16 , 7.21 , -   ,0.91,0.91,,
Merchant C,United States,Germany,Carrier B,10000017807,1,1,Invoice,10/05/2024,USD, 6.60 , 6.05 , -   ,0.45,0.45,,
Merchant C,United States,Ireland (Republic of),Carrier B,10000018415,1,1,Invoice,10/05/2024,USD, 9.16 , 7.21 , -   ,0.91,0.91,,
Merchant C,United States,Spain,Carrier B,10000019774,1,1,Invoice,10/05/2024,USD, 9.16 , 8.38 , -   ,1.36,1.36,,
Merchant C,United States,Ireland (Republic of),Carrier B,10000018414,1,1,Invoice,10/05/2024,USD, 6.60 , 6.05 , -   ,0.45,0.45,,
Merchant C,United States,Germany,Carrier B,10000017799,1,1,Invoice,10/05/2024,USD, 9.16 , 8.38 , -   ,1.36,1.36,,
Merchant C,United States,France,Carrier B,10000017233,1,1,Invoice,10/05/2024,USD, 9.16 , 8.38 , -   ,1.36,1.36,,
Merchant C,United States,Germany,Carrier B,10000017792,1,1,Invoice,10/05/2024,USD, 12.42 , 10.72 , 45.13 ,2.27,2.27,,
Merchant C,United States,Netherlands,Carrier B,10000019083,1,1,Invoice,10/05/2024,USD, 14.51 , 13.26 , 60.63 ,4.08,4.08,,
Merchant C,United States,Poland,Carrier B,10000019503,1,1,Invoice,10/05/2024,USD, 9.18 , 7.31 , -   ,0.91,0.91,,
Merchant C,United States,Sweden,Carrier B,10000020026,1,1,Invoice,10/05/2024,USD, 9.18 , 8.40 , -   ,1.36,1.36,,
Merchant C,United States,Netherlands,Carrier B,10000019087,1,1,Invoice,10/05/2024,USD, 9.16 , 7.21 , -   ,0.91,0.91,,
Merchant C,United States,Spain,Carrier B,10000019773,1,1,API,10/05/2024,USD, 9.16 , 8.38 , -   ,1.23,1.36,,
Merchant C,United States,Germany,Carrier B,10000017793,1,1,Invoice,10/05/2024,USD, 15.87 , 13.89 , -   ,4.54,4.54,,
Merchant C,United States,Netherlands,Carrier B,10000019084,1,1,Invoice,10/05/2024,USD, 12.42 , 11.35 , -   ,2.72,2.72,,
Merchant C,United States,Ireland (Republic of),Carrier B,10000018403,1,1,Invoice,10/05/2024,USD, 6.60 , 6.05 , -   ,0.45,0.45,,
Merchant C,United States,France,Carrier B,10000017237,1,1,Invoice,10/05/2024,USD, 9.16 , 8.38 , -   ,1.36,1.36,,
Merchant C,United States,France,Carrier B,10000017234,1,1,Invoice,10/05/2024,USD, 6.60 , 6.05 , -   ,0.45,0.45,,
Merchant C,United States,Germany,Carrier B,10000017811,1,1,Invoice,10/05/2024,USD, 9.16 , 8.38 , -   ,1.36,1.36,,
Merchant C,United States,Germany,Carrier B,10000017804,1,1,Invoice,10/05/2024,USD, 9.16 , 8.38 , -   ,1.36,1.36,,
Merchant C,United States,Spain,Carrier B,10000019769,1,1,Invoice,10/05/2024,USD, 9.16 , 8.38 , -   ,1.36,1.36,,
Merchant C,United States,Finland,Carrier B,10000016957,1,1,Invoice,10/05/2024,USD, 10.36 , 9.48 , -   ,1.81,1.81,,
Merchant C,United States,Germany,Carrier B,10000017795,1,1,Invoice,10/05/2024,USD, 21.91 , 19.39 , -   ,8.62,8.62,,
Merchant C,United States,Belgium,Carrier B,10000016670,1,1,Invoice,10/05/2024,USD, 9.16 , 8.38 , -   ,1.36,1.36,,
Merchant C,United States,Sweden,Carrier B,10000020025,1,1,Invoice,10/05/2024,USD, 15.04 , 12.71 , -   ,3.18,3.18,,
Merchant C,United States,Ireland (Republic of),Carrier B,10000018413,1,1,Invoice,10/05/2024,USD, 16.54 , 14.50 , -   ,4.99,4.99,,
Merchant C,United States,Netherlands,Carrier B,10000019082,1,1,Invoice,10/05/2024,USD, 10.44 , 9.55 , -   ,1.81,1.81,,
Merchant C,United States,Hungary,Carrier B,10000018289,1,1,Invoice,10/05/2024,USD, 15.05 , 12.71 , -   ,3.18,3.18,,
Merchant C,United States,France,Carrier B,10000017235,1,1,Invoice,10/05/2024,USD, 6.60 , 6.05 , -   ,0.45,0.45,,
Merchant C,United States,Hungary,Carrier B,10000018288,1,1,Invoice,10/05/2024,USD, 16.21 , 14.84 , -   ,4.08,4.08,,
Merchant C,United States,Germany,Carrier B,10000017802,1,1,Invoice,10/05/2024,USD, 15.87 , 13.89 , -   ,4.54,4.54,,
Merchant C,United States,Germany,Carrier B,10000017806,1,1,Invoice,10/05/2024,USD, 9.16 , 7.21 , -   ,0.91,0.91,,
Merchant C,United States,Austria,Carrier B,10000016559,1,1,Invoice,10/05/2024,USD, 9.18 , 8.40 , -   ,1.36,1.36,,
Merchant C,United States,Spain,Carrier B,10000019777,1,1,Invoice,10/05/2024,USD, 9.16 , 8.38 , -   ,1.36,1.36,,
Merchant C,United States,Sweden,Carrier B,10000020027,1,1,Invoice,10/05/2024,USD, 10.36 , 9.48 , -   ,1.81,1.81,,
Merchant C,United States,Ireland (Republic of),Carrier B,10000018406,1,1,Invoice,10/05/2024,USD, 12.42 , 11.35 , -   ,2.72,2.72,,
Merchant C,United States,Germany,Carrier B,10000017798,1,1,Invoice,10/05/2024,USD, 9.16 , 8.38 , -   ,1.36,1.36,,
Merchant C,United States,Spain,Carrier B,10000019767,1,1,Invoice,10/05/2024,USD, 10.44 , 9.55 , -   ,1.81,1.81,,
Merchant C,United States,Germany,Carrier B,10000017812,1,1,Invoice,10/05/2024,USD, 10.44 , 9.55 , -   ,1.81,1.81,,
Merchant C,United States,Ireland (Republic of),Carrier B,10000018418,1,1,Invoice,10/05/2024,USD, 9.16 , 7.21 , -   ,0.91,0.91,,
Merchant C,United States,Germany,Carrier B,10000017800,1,1,Invoice,10/05/2024,USD, 9.16 , 8.38 , -   ,1.36,1.36,,
Merchant C,United States,Netherlands,Carrier B,10000019090,1,1,Invoice,10/05/2024,USD, 13.81 , 11.99 , -   ,3.18,3.18,,
Merchant C,United States,Germany,Carrier B,10000017810,1,1,Invoice,10/05/2024,USD, 34.31 , 32.40 , -   ,15.42,15.42,,
Merchant C,United States,France,Carrier B,10000017239,1,1,Invoice,10/05/2024,USD, 15.87 , 13.89 , -   ,4.54,4.54,,
Merchant C,United States,Germany,Carrier B,10000017805,1,1,Invoice,10/05/2024,USD, 9.16 , 7.21 , -   ,0.91,0.91,,
Merchant C,United States,Ireland (Republic of),Carrier B,10000018410,1,1,Invoice,10/05/2024,USD, 9.16 , 7.21 , -   ,0.91,0.91,,
Merchant C,United States,Spain,Carrier B,10000019771,1,1,Invoice,10/05/2024,USD, 12.42 , 10.72 , -   ,2.27,2.27,,
Merchant C,United States,Poland,Carrier B,10000019501,1,1,Invoice,10/05/2024,USD, 10.36 , 9.48 , -   ,1.81,1.81,,
Merchant C,United States,France,Carrier B,10000017227,1,1,Invoice,10/05/2024,USD, 9.16 , 7.21 , -   ,0.91,0.91,,
Merchant C,United States,Ireland (Republic of),Carrier B,10000018404,1,1,Invoice,10/05/2024,USD, 9.16 , 7.21 , -   ,0.91,0.91,,
Merchant C,United States,Spain,Carrier B,10000019775,1,1,Invoice,10/05/2024,USD, 6.60 , 6.05 , -   ,0.45,0.45,,
Merchant C,United States,Ireland (Republic of),Carrier B,10000018416,1,1,Invoice,10/05/2024,USD, 6.60 , 6.05 , -   ,0.45,0.45,,
Merchant C,United States,Germany,Carrier B,10000017801,1,1,Invoice,10/05/2024,USD, 15.87 , 13.89 , -   ,4.54,4.54,,
Merchant C,United States,Ireland (Republic of),Carrier B,10000018417,1,1,Invoice,10/05/2024,USD, 13.81 , 11.99 , -   ,3.18,3.18,,
Merchant C,United States,France,Carrier B,10000017229,1,1,Invoice,10/05/2024,USD, 9.16 , 7.21 , -   ,0.91,0.91,,
Merchant C,United States,Netherlands,Carrier B,10000019094,1,1,Invoice,10/05/2024,USD, 12.42 , 10.72 , -   ,2.27,2.27,,
Merchant C,United States,Ireland (Republic of),Carrier B,10000018401,1,1,Invoice,10/05/2024,USD, 9.16 , 8.38 , -   ,1.36,1.36,,
Merchant C,United States,Greece,Carrier B,10000018215,1,1,Invoice,10/05/2024,USD, 9.18 , 7.31 , -   ,0.91,0.91,,
Merchant C,United States,Italy,Carrier B,10000018757,1,1,Invoice,10/05/2024,USD, 6.60 , 6.05 , -   ,0.45,0.45,,
Merchant C,United States,Ireland (Republic of),Carrier B,10000018409,1,1,Invoice,10/05/2024,USD, 9.16 , 7.21 , -   ,0.91,0.91,,
Merchant C,United States,Germany,Carrier B,10000017814,1,1,Invoice,10/05/2024,USD, 9.16 , 7.21 , -   ,0.91,0.91,,
Merchant C,United States,Poland,Carrier B,10000019502,1,1,Invoice,10/05/2024,USD, 15.05 , 12.71 , -   ,3.18,3.18,,
Merchant C,United States,France,Carrier B,10000017236,1,1,Invoice,10/05/2024,USD, 10.44 , 9.55 , -   ,1.81,1.81,,
Merchant C,United States,Spain,Carrier B,10000019770,1,1,Invoice,10/05/2024,USD, 9.16 , 7.21 , -   ,0.91,0.91,,
Merchant C,United States,Italy,Carrier B,10000018750,1,1,Invoice,10/05/2024,USD, 6.60 , 6.05 , -   ,0.45,0.45,,
Merchant C,United States,Italy,Carrier B,10000018751,1,1,Invoice,10/05/2024,USD, 9.16 , 7.21 , -   ,0.91,0.91,,
Merchant C,United States,Czech Republic,Carrier B,10000016814,1,1,Invoice,10/05/2024,USD, 9.18 , 7.31 , -   ,0.91,0.91,,
Merchant C,United States,Belgium,Carrier B,10000016672,1,1,Invoice,10/05/2024,USD, 9.16 , 7.21 , -   ,0.91,0.91,,
Merchant C,United States,Ireland (Republic of),Carrier B,10000018400,1,1,Invoice,10/05/2024,USD, 9.16 , 7.21 , -   ,0.91,0.91,,
Merchant C,United States,Denmark,Carrier B,10000016862,1,1,Invoice,10/05/2024,USD, 9.18 , 7.31 , -   ,0.91,0.91,,
Merchant C,United States,Italy,Carrier B,10000018756,1,1,Invoice,10/05/2024,USD, 9.16 , 7.21 , -   ,0.91,0.91,,
Merchant C,United States,Denmark,Carrier B,10000016861,1,1,Invoice,10/05/2024,USD, 16.21 , 14.85 , -   ,4.08,4.08,,
Merchant C,United States,Germany,Carrier B,10000017803,1,1,Invoice,10/05/2024,USD, 9.16 , 7.21 , -   ,0.91,0.91,,
Merchant C,United States,Slovak Republic,Carrier B,10000019651,1,1,Daily,10/05/2024,USD, 10.36 , 9.48 , -   ,1.81,1.81,,
Merchant C,United States,France,Carrier B,10000017225,1,1,Invoice,10/05/2024,USD, 9.16 , 8.38 , -   ,1.36,1.36,,
Merchant C,United States,Belgium,Carrier B,10000016674,1,1,Invoice,10/05/2024,USD, 18.55 , 16.95 , -   ,6.80,6.80,,
